file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
myco.08.08.c.R2.fq.gz	FASTQ	DNA	15964	3669671	78	229.9	230
myco.08.08.d.R1.fq.gz	FASTQ	DNA	22012	6077886	43	276.1	278
myco.08.08.e.R1.fq.gz	FASTQ	DNA	15587	4303424	29	276.1	278
myco.08.08.e.R2.fq.gz	FASTQ	DNA	15587	3581338	77	229.8	230
myco.08.08.d.R2.fq.gz	FASTQ	DNA	22012	5057962	77	229.8	230
myco.08.08.f.R1.fq.gz	FASTQ	DNA	15650	4321012	57	276.1	278
myco.08.08.g.R2.fq.gz	FASTQ	DNA	13552	3114103	79	229.8	230
myco.08.08.f.R2.fq.gz	FASTQ	DNA	15650	3597341	77	229.9	230
myco.08.08.g.R1.fq.gz	FASTQ	DNA	13552	3741449	55	276.1	278
myco.08.08.h.R1.fq.gz	FASTQ	DNA	13240	3660668	28	276.5	278
myco.08.08.h.R2.fq.gz	FASTQ	DNA	13240	3044961	77	230.0	230
myco.08.09.a.R1.fq.gz	FASTQ	DNA	14833	4099057	56	276.3	278
myco.08.09.a.R2.fq.gz	FASTQ	DNA	14833	3410067	78	229.9	230
myco.08.09.b.R1.fq.gz	FASTQ	DNA	18597	5131670	55	275.9	278
myco.08.09.b.R2.fq.gz	FASTQ	DNA	18597	4271135	78	229.7	230
myco.08.09.c.R1.fq.gz	FASTQ	DNA	14014	3871946	54	276.3	278
myco.08.09.c.R2.fq.gz	FASTQ	DNA	14014	3221709	78	229.9	230
myco.08.09.e.R1.fq.gz	FASTQ	DNA	8637	2384167	30	276.0	278
myco.08.09.e.R2.fq.gz	FASTQ	DNA	8637	1985080	80	229.8	230
myco.08.09.d.R1.fq.gz	FASTQ	DNA	19331	5342687	28	276.4	278
myco.08.09.f.R1.fq.gz	FASTQ	DNA	8483	2345750	56	276.5	278
myco.08.09.d.R2.fq.gz	FASTQ	DNA	19331	4444689	28	229.9	230
myco.08.09.f.R2.fq.gz	FASTQ	DNA	8483	1950892	77	230.0	230
myco.08.09.h.R1.fq.gz	FASTQ	DNA	208	57523	272	276.6	278
myco.08.09.h.R2.fq.gz	FASTQ	DNA	208	47837	227	230.0	230
myco.08.09.g.R1.fq.gz	FASTQ	DNA	4336	1198834	161	276.5	278
myco.08.09.g.R2.fq.gz	FASTQ	DNA	4336	997035	78	229.9	230
myco.08.10.a.R2.fq.gz	FASTQ	DNA	8041	1848947	145	229.9	230
myco.08.10.a.R1.fq.gz	FASTQ	DNA	8041	2223129	145	276.5	278
myco.08.10.b.R1.fq.gz	FASTQ	DNA	33325	9182205	54	275.5	278
myco.08.10.c.R2.fq.gz	FASTQ	DNA	22259	5119033	77	230.0	230
myco.08.10.c.R1.fq.gz	FASTQ	DNA	22259	6139156	54	275.8	278
myco.08.10.b.R2.fq.gz	FASTQ	DNA	33325	7647138	74	229.5	230
myco.08.10.e.R1.fq.gz	FASTQ	DNA	9324	2575994	28	276.3	278
myco.08.10.e.R2.fq.gz	FASTQ	DNA	9324	2143463	79	229.9	230
myco.08.10.f.R1.fq.gz	FASTQ	DNA	6926	1914425	54	276.4	278
myco.08.10.d.R2.fq.gz	FASTQ	DNA	20686	4752870	77	229.8	230
myco.08.10.f.R2.fq.gz	FASTQ	DNA	6926	1592527	78	229.9	230
myco.08.10.d.R1.fq.gz	FASTQ	DNA	20686	5712491	54	276.2	278
myco.08.10.g.R1.fq.gz	FASTQ	DNA	11727	3231495	56	275.6	278
myco.08.10.h.R1.fq.gz	FASTQ	DNA	9738	2690508	203	276.3	278
myco.08.10.h.R2.fq.gz	FASTQ	DNA	9738	2238854	203	229.9	230
myco.08.10.g.R2.fq.gz	FASTQ	DNA	11727	2695485	77	229.9	230
myco.08.11.a.R2.fq.gz	FASTQ	DNA	12853	2946362	79	229.2	230
myco.08.11.a.R1.fq.gz	FASTQ	DNA	12853	3536794	55	275.2	278
myco.08.11.b.R1.fq.gz	FASTQ	DNA	16059	4438450	54	276.4	278
myco.08.11.b.R2.fq.gz	FASTQ	DNA	16059	3692021	76	229.9	230
myco.08.11.c.R1.fq.gz	FASTQ	DNA	18968	5237718	54	276.1	278
myco.08.11.c.R2.fq.gz	FASTQ	DNA	18968	4361540	78	229.9	230
myco.08.11.e.R1.fq.gz	FASTQ	DNA	12641	2998887	15	237.2	278
myco.08.11.d.R2.fq.gz	FASTQ	DNA	25800	5932341	78	229.9	230
myco.08.11.d.R1.fq.gz	FASTQ	DNA	25800	7131059	54	276.4	278
myco.08.11.e.R2.fq.gz	FASTQ	DNA	12641	2611469	15	206.6	230
myco.08.11.f.R1.fq.gz	FASTQ	DNA	3884	1072116	55	276.0	278
myco.08.11.f.R2.fq.gz	FASTQ	DNA	3884	892962	80	229.9	230
myco.08.11.h.R1.fq.gz	FASTQ	DNA	8163	2254818	154	276.2	278
myco.08.11.h.R2.fq.gz	FASTQ	DNA	8163	1876692	77	229.9	230
myco.08.11.g.R1.fq.gz	FASTQ	DNA	16060	4437335	32	276.3	278
myco.08.11.g.R2.fq.gz	FASTQ	DNA	16060	3692327	77	229.9	230
myco.08.12.a.R2.fq.gz	FASTQ	DNA	17004	3910366	78	230.0	230
myco.08.12.a.R1.fq.gz	FASTQ	DNA	17004	4702389	56	276.5	278
myco.08.12.b.R2.fq.gz	FASTQ	DNA	36966	8499633	77	229.9	230
myco.08.12.b.R1.fq.gz	FASTQ	DNA	36966	10218658	54	276.4	278
myco.08.12.c.R1.fq.gz	FASTQ	DNA	31280	8649060	54	276.5	278
myco.08.12.c.R2.fq.gz	FASTQ	DNA	31280	7193248	77	230.0	230
myco.08.12.e.R1.fq.gz	FASTQ	DNA	5053	1391487	28	275.4	278
myco.08.12.e.R2.fq.gz	FASTQ	DNA	5053	1159255	77	229.4	230
myco.08.12.f.R1.fq.gz	FASTQ	DNA	8567	2359206	161	275.4	278
myco.08.12.f.R2.fq.gz	FASTQ	DNA	8567	1964970	161	229.4	230
myco.08.12.d.R1.fq.gz	FASTQ	DNA	34100	9154934	54	268.5	278
myco.08.12.d.R2.fq.gz	FASTQ	DNA	34100	7682759	77	225.3	230
myco.08.12.h.R1.fq.gz	FASTQ	DNA	3880	1072851	171	276.5	278
myco.08.12.g.R1.fq.gz	FASTQ	DNA	19685	5437101	29	276.2	278
myco.08.12.g.R2.fq.gz	FASTQ	DNA	19685	4524082	77	229.8	230
myco.08.12.h.R2.fq.gz	FASTQ	DNA	3880	892400	230	230.0	230
myco.08.12.f.R1.fq.gz	FASTQ	DNA	8567	2359206	161	275.4	278
myco.08.12.f.R2.fq.gz	FASTQ	DNA	8567	1964970	161	229.4	230
myco.08.12.g.R1.fq.gz	FASTQ	DNA	19685	5437101	29	276.2	278
myco.08.12.g.R2.fq.gz	FASTQ	DNA	19685	4524082	77	229.8	230
myco.08.12.h.R1.fq.gz	FASTQ	DNA	3880	1072851	171	276.5	278
myco.08.12.h.R2.fq.gz	FASTQ	DNA	3880	892400	230	230.0	230
